Title,Address,Descripcion,Precio,Tamaño,Latitud,Longitud
TERRENO EN VENTA COYOACAN,México; 04470; Coyoacán; Avenida Santa Ana||Presidentes Ejidales 1a Sección; Coyoacán,Físicamente en calle Presidentes ejidales; pero muy cerca de la Colonia Avante. TERRENO CON USO DE SUELO HC-3 -B. Comercial en planta baja y habitacional de 3 n...,$ 4;100;000,150 m²,19.32936,-99.12706
Terreno Ejido en la Primavera; Zapopan,AV. DE LA PRIMAVERA||Zapopan,Terreno ejido en la primavera23;404.97 m2Norte: 124.180Sur: 134.240Este: 247.810Oeste: 162.060Instalaciones eléctricas; empedrado; a la orilla del cerro de la p...,$ 11;702;500,23404 m²,20.72658075,-103.5595836
TERRENO AMPLIO EN VENTA CERCA DE CHIPILO,CACALOTLA 7; SAN PEDRO AHUATEMPA; SANTA ISABEL CHOLULA||San Pablo Ahuatempa; Santa Isabel Cholula,AMPLIO TERRENO EN FORMA IRREGULAR CON UN FONDO EN SU LADO MÁS LARGO DE 64.35 M CERCA DE CHIPILO,$ 928;200,1547 m²,18.98818613,-98.34824486
Terreno en Venta en Mileno ,Milenio III; Querétaro,¡Excelente! Terreno en venta en milenio; una zona privilegiada de la ciudad. Terreno: 543 m2 - uso de suelo mixto - densidad h3*precio por m2 $9;400.00,$ 5;104;200,543 m²,20.6001273,-100.3692725
TERRENO CAMPESTRE CARRETERA NACIONBAL - 29 HAS EL BARRIAL,El Barrial; Santiago,Terreno en El Barrial 29 Has muy arboladas; colinda con el Acueducto.,$ 58;945;422,294727 m²,NA,NA
Vendo Terreno en Balcones del Parque,Balcones del Parque lote 2||Balcones Coloniales; Querétaro,Ubicado antes de llegar al colegio Alamos.Frente: 25metrosFondo: 25 metrosColinda con área verdeInformes por whatsapp,$ 2;608;123,438 m²,20.61682,-100.39038
Venta de Terreno en San Mateo Cuanalá; Juan C Bonilla (M),San Mateo Cuanala; Juan C. Bonilla,Oportunidad de terreno en san mateo cuanalá; juan c bonilla; de 4;780 m2; perfecto para desarrollos habitacionales; excelente ubicación $1;600.00 m2.Para ver mas visítanos en Tenemos mas de 150 propiedades.,$ 7;648;000,4780 m²,19.22197,-98.42213
Venta Terreno en Fracc Hacienda Real de Tejeda Corregidora Queretaro ,Circuito Hacienda Real Tejeda||Hacienda Real Tejeda; Corregidora,Venta terreno en fracc hacienda real de tejeda Corregidora queretaro Querétaro; municipio de Corregidora; fraccionamiento real de tejeda; exclusivo con acceso c...,$ 1;650;000,274 m²,20.54026,-100.39951
Terreno En Montes De Ame,Colonia Montes de Ame||Montes de Ame; Mérida,TERRENO DE 20 X 50 EN MONTES DE AME CON LIMITE EN SAN RAMON NORTE; TAMBIEN TE PODEMOS CONSTRUIR A TU GUSTO. ||3;250 PESOS POR METRO|| EXCELENTE ESQUINA BIEN ORIENTADA; LICENCIA PARA HACER 4 CASAS DE 12.25 X 20 APROX,$ 3;250,1000 m²,21.03691,-89.6184
Terreno en VENTA- La Campiña-León Guanajuato,La Campiña; León,Hermoso oterreno en la campiña; en frente de casa club en fraccionamiento con seguridad 24/7.||11.70X37.22 metros ||||Privilegiada Ubicación ||-4 min a escuelas de...,$ 1;840;950,409 m²,21.0995749,-101.6182659
TERRENO EN VENTA DE 8340M2 EN UMÁN,Uman; Umán,propiedad en venta con una excelente ubicación centrica; en el municipio de umán a 10 min de mérida; del periférico y principales empresas.Terreno en esquina co...,$ 2;390;000,87 m²,20.88333,-89.75
TERRENO EN VENTA EN ARENAL JALISCO (JI),El Arenal; El Arenal,Terreno en venta en desarrollo residencial campestre fracc. residencial campestre el roble; km 3.5 carretera guadalajara - tala municipio de arenal jalisco; frente al balneareo las tortugas.||son 4;370 m2; Todo en $950 el m2 o en partes $1;1...,$ 1;150,4370 m²,20.7187646,-103.6302244
TERRENO EN VENTA EN CLUB DE GOLF LA HERRADURA,Club de Golf La Herradura; Monterrey,Terreno descendente con una hermosa vista; en la última etapa del Club de Golf La Herradura. Ya hay casas habitadas en la zona; el terreno es algo negociable. E...,$ 7;550;000,669 m²,25.5611838,-100.2315914
Terreno en Venta en el Barro - Zona Carretera Nacional (LGJC),El Barro; Santiago,Terreno en Venta en el Barro; Campestre (LJGC)||||||Oportunidad de precio por las dimensiones del terreno||||Cercano ala carretera; increíbles vistas ||||Terreno con h...,$ 1;600;000,2000 m²,25.5228786,-100.2070127
Terreno en Venta en Cancun/Aqua,Cancún Centro; Benito Juárez,Ven y aprovecha de la mejor oportunidad de vivir Residencial AQUA tal y como lo sueñas! Y disfruta de las amenidades del club como alberca semiolìmpica; àreas v...,$ 1;420;000,182 m²,21.10113576,-86.86195673
Terreno en venta en Playa del Carmen,Playa del Carmen Centro; Solidaridad,Excelente oportunidad para su proyecto||||Terrenos en Mayakoba; ubicacion privilegiada; amenidades exclusivas. ||||315 m2||||A solo 10 min de Playa del Carmen y 40 mi...,$ 1;750;000,315 m²,20.68854737,-87.03860869
Veracruz Venta 42 Hectáreas,Villa Rica; Veracruz,Oportunidad Venta 42 hectáreas cerca a la ampliación del puerto de Veracruz. Ideal para transportistas y/o gente del medio aduaneros. Se encuentra a 200 mts del mar Y hacía un costado ..a 500 mt de la ampliación del puerto Valor $550 /M2 Ne...,$ 5;500;000,420000 m²,19.16536,-96.15608
TOLUCA TERRENO TLACOTEPEC,San Juan Tilapa; Toluca,TERRENO IDEAL PARA DESARROLLAR EN SANTIAGO TLACOTEPEC CON UNA SUPERFICIE DE 40.5 Has. ||CUENTA CON EXCELENTES ACCESOS Y EL PRECIO ESTA EN $ 200.00 POR m2; ES PROPIEDAD; CUENTA CON MATRICULACION ADMINISTRATIVA. EasyBroker ID: EB-DT9699,NA,NA,19.2826098,-99.6556653
VENTA DE TERRENO EXCELENTE OPORTUNIDAD LAND FOR SALE GREAT OPPORTUNITY NAYARIT,Lo de Marcos; Bahía de Banderas,2714Precioso terreno de casi 4 hectáreas.Perfecto para construir tu casa vacacional tipo hacienda o veraniega y tener una vida de campo y playa relajada en armo...,$ 15;199;838,33777 m²,20.95240075,-105.3438486
REMATE 2 TERRENOS EN VENTA EN PLAYA LITIBU RIVIERA NAYARIT EXCELENTE OPORTUNIDAD,Higuera Blanca; Bahía de Banderas,2814BELLA Y PRIVILEGIADA UBICACIÓN LA DE ÉSTOS 2 TERRENOS EN DESTINO TURÍSTICO DE PLAYA DE 1er NIVEL.UNA OPORTUNIDAD ÚNICA PARA AQUELLAS PERSONAS QUIENES INTERE...,$ 4;700,8056 m²,20.79599,-105.46648
Terrenos en Venta en Vistas del Seminario,Juárez; Juárez,"Terreno muy bien ubicado en Juárez; N. L. 27-TV-2594Cerca de complejos habitacionales y tiendas de conveniencia  ||||			||		||			||			Terreno plano; irregular.Relativamente cerca del tianguis del automóvil A un lado del terreno se están constr...",$ 8;900;000,19708 m²,25.63611,-100.0898
Terrenos en Venta en Industrial,Industrial; Monterrey,"VENTA DE TERRENO  EN ESQUINA  EN EL CENTRO DE MONTERREY SOBRE AVENIDA COLON CON CAPITAN AGUILAR12;000 MT2 NEGOCIABLE 27-TV-325725 MTS SOBRE COLON13 MTS SOBRE CAPITAN AGUILAR||			||		||			||			Dentro de zona comercial e industrial",$ 12;000,327 m²,25.69245,-100.32405
TERRENO EN VENTA VISTA DEL LAGO CUMBRES DEL LAGO,Cumbres del Lago; Querétaro,TERRENO EN CONDOMINIO EXCLUSIVO EN CUMBRES DEL LAGO. EXCELENTE UBICACIÓN CON VISTA AL LAGO. EasyBroker ID: EB-BT8113,$ 1;850;000,278 m²,20.7035,-100.46232
Terrenos en Venta en Península de Santiago,Península Santiago; Manzanillo,"Terreno en Venta Peninsula de Santiago Manzanillo||||||||||||			||		||			||			Manzanillo no deja de crecer en muchos aspectos y siguen apareciendo grandes oportunidade...",$ 2;800;000,959 m²,19.1,-104.35139
vendo rancho de 10 hectareas,Cunduacan 2000; Cunduacán,vendo 10 hectáreas:||propiedad privada.||Terreno cultivado en su totalidad en plátanomacho.||Luz eléctrica a 400 m.||Calle de acceso particular y con revestimient...,$ 1;800;000,100000 m²,18.0659317,-93.1647885
Terreno De Lujo En Venta Coto En Loma Real Lomas Del Valle Colinas De San Javier,Loma Real; Zapopan,Terreno De Lujo En Venta Coto En Loma Real Lomas Del Valle Colinas De San Javier ||||Coto privado ||615 m2 ||$18;500 m2 ||||Mario Prigadaa 3331465399. EasyBroker ID:...,$ 18;500,615 m²,20.6886378,-103.4132506
TERRENO COMERCIAL VENTA / CUERNAVACA CENTRO / MORELOS,Cuernavaca Centro; Cuernavaca,TERRENO VENTA ||||Metros terreno: 2;345.80 m||Metros construcción: 2;345.80 m||||Terreno en venta en el Centro de Cuernavaca; Morelos.2;345.80m de terreno y de construcción; uso de suelo comercial; ideal para locales comerciales y estacionamient...,$ 10;000;000,2345 m²,18.9232567,-99.2326807
Terrenos en Venta; El Bajio en Montemorelos PRO2918,El Bajio||El Bajío; Montemorelos,ATENCION INVERSIONISTA!!! Terreno en Montemorelos; Nuevo León; Col El Bajío con un total de 5 hectáreas cuenta con noria y Luz.*** Más Información al (81) EDI...,$ 4;500;000,50704 m²,25.1835,-99.82968
Terrenos en Venta; Mision Antigua en Cadereyta Jimenez PRO3635,Mision Antigua||Cadereyta Jimenez Centro; Cadereyta Jiménez,Terreno plano en Fraccionamiento Campestre Residencial. Con servicios de Agua; Luz y Luz mercurial. Con acceso controlado. Ideal para construir Quinta; Cabaña;...,$ 650;000,1500 m²,25.59057,-100.00109
PRECIO DE OFERTA PARCELA DE 13 HECTÁREAS EN VENTA ESCRITURADA A ORILLA DE CARRET,Plan de las Hayas; Juchique de Ferrer,Galindo gestión inmobiliaria:Tiene a la venta hermosa y provechosa parcela; ubicada a orilla de carretera plan de las hayas-Palma sola.**cuenta con 4 nacimiento...,$ 1;300;000,130000 m²,19.76337,-96.67677
Terreno en Venta en Parque Industrial Aeropuerto,Carr.100 Km 1||El Cerrito; Colón,Nocnok ID: MX18-DZ8958. PARQUE INDUSTRIAL AEROPUERTO. Aprox. 100 Has. con todos los servicios sobre la vía ferroviaria de Kansas y la Carr. 100;cuenta con pozos de agua; planta de tratamiento; acceso controlado; red de vigilancia. Terreno...,US$ 280;000,4000 m²,20.78201,-100.04787
Terreno en Venta en Lomas de Ángelopolis; hermoso lote a precio de oportunidad,Lomas de Angelópolis; San Andrés Cholula,Terreno en venta en lomas de angelopolis 2||||Agenda tu cita telefónicamente o por whatsapp||||||T: Desde 181 m2||||||Ubicado a 600 m de sonata||||||Precio: $8550/m2||||Tram...,$ 1;600;000,181 m²,19.03962,-98.33717
Lotes Residenciales en Fluvial Vallarta en Coto Privado,Residencial Fluvial Vallarta; Puerto Vallarta,Hermoso coto privado que le ofrece la oportunidad de adquirir un lote para construir la casa de sus sueños.Construir su nueva casa en un ambiente seguro y famil...,$ 1;230;357,122 m²,20.61351,-105.23126
VENTA DE TERRENO ENVALLE DE CUMBRES ,Valle de las Cumbres; Monterrey,TERRENO EN VALLE DE CUMBRES 7.75 X 17.5 135 MTS EN TOTAL; LOTE 9 LISTO CONTRUCCION,$ 1;250;000,135 m²,25.74007,-100.38542
Terreno en Venta,México; Tultepec; San Pablo; Calle S Pablito||Tultepec; Tultepec,Excelente terreno en venta de forma irregular; tipo plano; en esquina; en avenida principal de alto flujo vehícular; con dos frentes 37.5 mts frente principal; uso de suelo comercial; muy cerca del circuito mexiquense,$ 9;999;999,1337 m²,19.66655,-99.11614
Terreno - Josefa Ortiz de Domínguez,Josefa Ortiz de Domínguez; Chihuahua,Venta de terreno; ubicado en la esquina de vialidad sacramento y calle Teófilo Borunda frente a papelera de Chihuahua; terreno para cualquier tipo de comercio ideal para la construcción de bodegas.||||*Superficie: 1000m||||*Precio por m2: $4000...,$ 4;000;000,1000 m²,28.65950748,-106.0650627
Terreno Gran Oportunidad atras de Antea,Jurica; Querétaro,Terreno en excelente ubicación; en esquina; uso de suelo comercial; medidas: frente 122 m2 y largo 66m2; libre de gravamen; precio por metro cuadrado es de $375...,$ 30;000;000,8000 m²,20.66479,-100.44094
TERRENO EN VENTA EN PUERTO VALLARTA 271 M2 ,El Mangal; Puerto Vallarta,lote en venta con construcción; se vende como terreno ya que lo construido puede demolerse y fácilmente se construye una nueva casa o bodegas; así como también...,$ 1;050;000,271 m²,20.66381,-105.20574
 SE VENDE TERRENO EN NAYARIT CERCA DE LAGUNA EL QUELELE 20;000 M2 ,Mezcales; Bahía de Banderas,terreno con magnifica ubicación en una zona de alta plusvalía muy cerca de residencial la fronda y laguna el quelele; en la hermosa riviera nayarit ;ideal para...,$ 30;000;000,20000 m²,20.72961,-105.28024
VENDO TERRENO EN TOMATLÁN JALISCO 472 M2 HERMOSAS PLAYAS ,La Gloria; Tomatlán,terreno en venta en tomatlan; frente a playa 472 m2?magnífica oportunidad de invertir en un terreno con una ubicación privilegiada; en el poblado de tomatlan ja...,$ 1;750;000,472 m²,19.94082,-105.37024
Terreno en venta dentro del fraccionamiento La Rioja,México; Tlajomulco de Zúñiga; Calle Azofra 118||Los Gavilanes; Tlajomulco de Zúñiga,Terreno habitacional en la Rioja; al sur de la ciudad en un coto con muchas amenidades y amplios espacios; sobre López Mateos . 259 metros cuadrados.,$ 2;935;740,259 m²,20.5726525,-103.4581521
Terreno en Venta en Cañadas del Arroyo con excedente listo para construir,Cañadas del Lago; Corregidora,Cañadas del Arroyo es un proyecto residencial ubicado en el municipio de Corregidora en Querétaro; en una de las zonas de mayor crecimiento de la zona metropoli...,$ 1;058;566,220 m²,20.5070051,-100.404815
TERRENO EN VENTA PRIVADA RESIDENCIAL TEMOZON 39,Temozon Norte; Mérida,Terrenos residenciales en privada Temozón 39; lugar de alta plusvalía; ubicado entre importantes centros comerciales como Cabo Norte; Vía Montejo y City Center;...,$ 1;226;587,327 m²,21.065001,-89.6239875
TERRENO MOZART,Ex-hipódromo de Peralvillo; Cuauhtémoc,EXCELENTE TERRENO UBICADO A UNOS METROS DE REFORMA||||327 MTS PROPIO PARA DESARRROLADORES. EasyBroker ID: EB-DU0910,$ 4;000,327 m²,19.4591783,-99.1319576
TERRENO EN VENTA EN BACALAR 27,Bacalar; Bacalar,Terreno en venta en Bacalar en Calle 32; entre Calle 5 y Calle 3||50 x 30 mts||Titulado y escriturado,$ 4;500;000,15000 m²,18.6782919,-88.3923946
TERRENO EN VENTA BACALAR QUINTANA ROO U0062,Bacalar; Bacalar,Tennero de 700 m2Calle 24 y 26.||Uso de suelo comercial-habitacional||Cesión de derechos Con solicitud de regularización.,$ 2;300;000,700 m²,18.6856388,-88.3983052
TERRENO EN VENTA BACALAR; QUINTANA ROO-14,Bacalar; Bacalar,Terreno DE 20M DE FRENTE POR 60 M DE FONDO ubicad entre Azucareros y LIBRAMIENTO||Titulado,$ 1;500;000,1200 m²,18.6782919,-88.3923946
TERRENO EN VENTA BACALAR QUINTANA ROO U0059,Bacalar; Bacalar,Terreno d 400m2 con 20 metros de frente a CarreteraFederal a la altura del Hotel Laguna.||Uso de suelo comercial-habitacional||Escriturado,$ 650;000,400 m²,18.6756289,-88.3960919
TERRENO EN VENTA BACALAR QUINTANA ROO-22 U0032,Bacalar; Bacalar,Azucarers||400 m2 Terreno con ubicación privilegiada sobre la Av5||Terreno de 20 m de frente por 20 m de fondo||atrás de Club de Azucareros sobre Av. Costera||Uso de suelo comercial habitacional.,$ 950;000,400 m²,18.6782919,-88.3923946
TERRENO COMERCIAL EN VENTA ZEN GARDENS PUERTO CANCUN CANCUN Q. ROO,Zona Hotelera; Benito Juárez,Zen Gardens Puerto Cancun – INVIERTE en el proyecto más EXCLUSIVO de Cancún||||El Proyecto de Zen Gardens es el resultado de un minucioso análisis de Mercado; el cual habla de la alta demanda y la necesidad de incorporar desarrollos integra...,US$ 1;900;473,1206 m²,21.1697522,-86.8045532
TERRENO EN VENTA BACALAR QUINTANA ROO U0061,Bacalar; Bacalar,Terreno de 1;000 m2 Calle 26 y calle 28. Sobre libramiento; con servicios.||Uso de suelo comercial-habitacional; cuenta con un bar.,$ 6;000;000,10000 m²,18.6756289,-88.3960919
TERRENO EN VENTA BACALAR QUINTANA ROO U0052,Bacalar; Bacalar,Calle Chaca y costera. A 120 mts. a la laguna; Justo Frente al balneario azucareros. ||Uso de suelo comercial-habitacional con servicios.||Medidas 19 x 19.52 x 23.10 x 16.95 mts.||Título de Propiedad,$ 950;000,352 m²,18.6856388,-88.3983052
VENTA TERRENO RESIDENCIAL FRACC JURICA QUERETARO OPORTUNIDAD,México; Santiago de Querétaro; Fracc Jurica; Cerrada Duraznos||Santiago de Querétaro,VENTA TERRENO RESIDENCIAL EN FRACCIONAMIENTO JURICA QUERETARO. EXCELENTE TERRENO EN ESQUINA; EN CALLE CERRADA. PRECIO DE OPORTUNIDA. PLANO; LISTO PARA CONSTRUIR...,$ 1;550;000,223 m²,20.6658,-100.44173
Se Vende Terreno De 15;000 Metros Cuadrados,veracruz;ver.||Veracruz,MUY CERCANO AL LIBRAMIENTO VIAL PASO DEL TORO / SAN JULIÁN; A CORTA DISTANCIA DEL CRUCE CON LA CARRETERA FEDERAL MÉXICO/ VERACRUZ VÍA XALAPA. Y A ESCASOS 8 MINUTOS DE LO QUE CORRESPONDE A LA CIUDAD INDUSTRIAL BRUNO PAGLIAI; AL PARQUE INDUSTRIAL SANTA FE; A LAS INSTALACIONES DEL GRUPO DE EMPRESAS TENARIS TAMSA; Y DEL POBLADO CONOCIDO COMO TEJERÍA; DONDE SE CUENTA CON INSTITUCIONES FINANCIERAS; UNIDADES HABITACIONALES; COMERCIO DE TODO TIPO; HOTELES; Y NEGOCIOS DE DIVERSOS RUBROS. ADEMÁS DE QUE A CORTA DISTANCIA SE UBICA LA PLAZA COMERCIAL NUEVO VERACRUZ; DE RECIENTE APERTURA.   CARACTERISTICAS:  * 450 mts de barda perimetral.  * Suelo compactado con capacidad de soportar 200 tons. por   m2. * Dos puertas de acceso de 20 mts de longitud cada una. * 2 Casetas de seguridad.  * Isla central con pozo de agua de 50 mts. de profundidad. * 5 torres de iluminación en isla central y puntos perimetrales. * Red eléctrica subterránea con transformador de 45 Kva. * Ubicado a 200 metros de libramiento San Julián.  * Licencia de uso de suelo industrial.     Precio de renta $10.00 mn por m2.   Precio  de Venta:$1;350 pesos / m²,NA,15000 m²,19.1846813,-96.1803213
Terreno - La Ventana,La Ventana; La Paz,Ubicado a la orilla del mar; este terreno ofrece una hermosa vista panorámica a las aguas sudcalifornianas. Ideal para casa de descanso. En caso de requerir más...,US$ 238;000,2809 m²,24.0464756,-109.9943469
TERRENO INDUSTRIAL EN VENTA CARRETERA LIBRE A CELAYA GUANAJUATO,Marroquín; Apaseo El Alto,Ubicado dentro del corredor central; en la localidad de marroquín; municipio de apaseo el alto; guanajuato; en el kilómetro 20.5 de la carretera libre a celaya;...,$ 27;200;000,40000 m²,20.51106,-100.55927
Terreno en Venta en Aeropuerto,Carretera 100 1||Peña Colorada; Colón,Nocnok ID: MX17-DA2265. Terreno en zona del Aeropuerto a 1;500 m de la carretera 100 y a solo 100 m delcamino asfaltado de la espuela secundaria de ferromex||||ADVERTENCIA:Recuerda que nunca debes dar un anticipo sin validar que esta publ...,$ 29;400;000,70000 m²,20.72859,-100.14824
Vendo Extraordinario Terreno En Montetaxco,Taxco de Alarcón Centro; Taxco de Alarcón,"Vendo el último terreno en la parte alta de montetaxco frente al green del hoyo 2 del fraccionamiento ""nueve hoyos en el cielo"" ideal para construcción de cabaña con una espectacular vista del valle y cañadas. Única en taxco. Trato directo.",$ 350;000,168 m²,18.55582,-99.60359
Oportunidad! Terreno En El Cluster De Manantiales En El Country Club,Yucatán Country Club||Yucatán Country Club; Mérida,Con opción a negociar .. ||Terreno YVR11- lote 12 ubicado en el clúster de Manantiales en el Country Club.,$ 1;957;000,500 m²,21.114394,-89.60129
SE VENDE TERRENO EN CATEMACO VER. CON FRENTEA LA LAGUNA,Catemaco,10;000 m2 con frente a la laguna *Luz particular(postes dentro de la propiedad) *A diez minutos del pueblo catemaco ... *cuenta con un nacimiento grande de aguaPrecio: $ 1;000.00 m2,NA,10000 m²,18.4443968,-95.1431218
Tizayuca Hgo. Terreno Venta ,México; 43800; Tizayuca; Tepojaco-Ixtlahuaca de Cuauhtémoc||Emiliano Zapata; Tizayuca,Tizayuca Hidalgo. Oportunidad de un sensacional terreno en una de las zonas de mayor crecimiento actualmente. A 30 minutos de la Ciudad de México; en la colonia...,$ 350;000,250 m²,19.85805939,-98.95504278
Terreno en venta en La Candelaria; Valle de Bravo,La Candelaria; Valle de Bravo,Terreno en venta en La Candelaria; se puede vender completo o en lotes; uno de 10;314 metros y el otro de 6;877 metros.||||Documento: titulo parcelario||$800 pesos...,$ 8;000;000,17191 m²,19.1950964,-100.1326725
Terreno con bungalow en venta en San Gabriel Ixtla; Valle de Bravo,San Gabriel Ixtla; Valle de Bravo,Amplio terreno que cuenta con bungalow de 70 metros cuadrados de estilo moderno; caballerizas y 50árboles de acacias. ||||Ubicado en una zona tranquila y alejad...,$ 5;200;000,3200 m²,19.2578344,-100.1220554
